task_name,task_idx,hf_path,hf_name,split,sample_idx,hf_source_idx,label_raw,label_offset,label_global,num_classes,class_label,input_type,text
sst2,0,nyu-mll/glue,sst2,train,89,63224,0,0,0,2,negative,single,this stuck pig of a movie
sst2,0,nyu-mll/glue,sst2,train,90,58767,1,0,1,2,positive,single,this is a fascinating film because there is no clear-cut hero and no all-out villain .
sst2,0,nyu-mll/glue,sst2,train,91,45324,1,0,1,2,positive,single,"it 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on ."
sst2,0,nyu-mll/glue,sst2,train,92,59465,1,0,1,2,positive,single,", miller digs into their very minds to find an unblinking , flawed humanity ."
sst2,0,nyu-mll/glue,sst2,train,93,42119,0,0,0,2,negative,single,you 'd want to smash its face in
sst2,0,nyu-mll/glue,sst2,train,94,57062,1,0,1,2,positive,single,( than leon )
sst2,0,nyu-mll/glue,sst2,train,95,64569,1,0,1,2,positive,single,an absorbing and unsettling psychological drama .
sst2,0,nyu-mll/glue,sst2,train,96,37210,0,0,0,2,negative,single,a fake street drama
sst2,0,nyu-mll/glue,sst2,train,97,9926,0,0,0,2,negative,single,"particularly joyless , and exceedingly dull , period"
sst2,0,nyu-mll/glue,sst2,train,98,14951,0,0,0,2,negative,single,"blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves ."
sst2,0,nyu-mll/glue,sst2,train,99,14931,0,0,0,2,negative,single,", storytelling fails to provide much more insight than the inside column of a torn book jacket ."
sst2,0,nyu-mll/glue,sst2,train,100,52131,0,0,0,2,negative,single,'m afraid .
sst2,0,nyu-mll/glue,sst2,train,101,57150,0,0,0,2,negative,single,the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts
sst2,0,nyu-mll/glue,sst2,train,102,32172,1,0,1,2,positive,single,"serves as a workable primer for the region 's recent history ,"
sst2,0,nyu-mll/glue,sst2,train,103,31564,0,0,0,2,negative,single,complain that ` they do n't make movies like they used to anymore
sst2,0,nyu-mll/glue,sst2,train,104,36034,1,0,1,2,positive,single,you can feel the love .
sst2,0,nyu-mll/glue,sst2,train,105,47884,1,0,1,2,positive,single,relatively lightweight commercial fare such as notting hill to commercial
sst2,0,nyu-mll/glue,sst2,train,106,5782,0,0,0,2,negative,single,weary
sst2,0,nyu-mll/glue,sst2,train,107,49303,0,0,0,2,negative,single,very difficult
sst2,0,nyu-mll/glue,sst2,train,108,29129,1,0,1,2,positive,single,elegant and
sst2,0,nyu-mll/glue,sst2,train,109,35936,0,0,0,2,negative,single,will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle .
sst2,0,nyu-mll/glue,sst2,train,110,10769,0,0,0,2,negative,single,falls apart like a cheap lawn chair
sst2,0,nyu-mll/glue,sst2,train,111,39212,1,0,1,2,positive,single,comic elements
sst2,0,nyu-mll/glue,sst2,train,112,3732,0,0,0,2,negative,single,hand viewers a suitcase full of easy answers
sst2,0,nyu-mll/glue,sst2,train,113,3131,0,0,0,2,negative,single,dry and
sst2,0,nyu-mll/glue,sst2,train,114,29701,0,0,0,2,negative,single,hypocritical
sst2,0,nyu-mll/glue,sst2,train,115,44871,0,0,0,2,negative,single,but unmemorable
sst2,0,nyu-mll/glue,sst2,train,116,25158,0,0,0,2,negative,single,"'s about as convincing as any other arnie musclefest ,"
sst2,0,nyu-mll/glue,sst2,train,117,56462,0,0,0,2,negative,single,"a film about the irksome , tiresome nature of complacency"
sst2,0,nyu-mll/glue,sst2,train,118,10887,0,0,0,2,negative,single,relatively nothing happens
sst2,0,nyu-mll/glue,sst2,train,119,51216,0,0,0,2,negative,single,"grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length"
sst2,0,nyu-mll/glue,sst2,train,120,35555,0,0,0,2,negative,single,to be startled when you 're almost dozing
sst2,0,nyu-mll/glue,sst2,train,121,39191,1,0,1,2,positive,single,sex
sst2,0,nyu-mll/glue,sst2,train,122,51252,1,0,1,2,positive,single,an intelligent romantic thriller
sst2,0,nyu-mll/glue,sst2,train,123,67139,0,0,0,2,negative,single,if any of them list this ` credit ' on their resumes in the future
sst2,0,nyu-mll/glue,sst2,train,124,32725,1,0,1,2,positive,single,is fully formed and remarkably assured
sst2,0,nyu-mll/glue,sst2,train,125,2110,0,0,0,2,negative,single,because it overstays its natural running time
sst2,0,nyu-mll/glue,sst2,train,126,35481,1,0,1,2,positive,single,charitable
sst2,0,nyu-mll/glue,sst2,train,127,62308,0,0,0,2,negative,single,pale
sst2,0,nyu-mll/glue,sst2,train,128,65275,1,0,1,2,positive,single,one of the world 's most fascinating stories
sst2,0,nyu-mll/glue,sst2,train,129,11994,0,0,0,2,negative,single,foul
sst2,0,nyu-mll/glue,sst2,train,130,33634,0,0,0,2,negative,single,"is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach"
sst2,0,nyu-mll/glue,sst2,train,131,66937,0,0,0,2,negative,single,ethnic cleansing
sst2,0,nyu-mll/glue,sst2,train,132,64388,1,0,1,2,positive,single,a sweet-tempered comedy
sst2,0,nyu-mll/glue,sst2,train,133,13143,1,0,1,2,positive,single,a terrific screenplay and fanciful direction
sst2,0,nyu-mll/glue,sst2,train,134,16301,0,0,0,2,negative,single,it 's not a brilliant piece of filmmaking
sst2,0,nyu-mll/glue,sst2,train,135,53379,0,0,0,2,negative,single,britney 's cutoffs
sst2,0,nyu-mll/glue,sst2,train,136,21098,0,0,0,2,negative,single,"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set ."
sst2,0,nyu-mll/glue,sst2,train,137,39180,1,0,1,2,positive,single,the richness of characterization
sst2,0,nyu-mll/glue,sst2,train,138,57683,0,0,0,2,negative,single,woe
sst2,0,nyu-mll/glue,sst2,train,139,37017,1,0,1,2,positive,single,the most accomplished work
sst2,0,nyu-mll/glue,sst2,train,140,14832,0,0,0,2,negative,single,"the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances ."
sst2,0,nyu-mll/glue,sst2,train,141,53991,1,0,1,2,positive,single,"-- more revealing , more emotional and more surprising --"
sst2,0,nyu-mll/glue,sst2,train,142,24240,1,0,1,2,positive,single,"is terrific ,"
sst2,0,nyu-mll/glue,sst2,train,143,56434,0,0,0,2,negative,single,a bit too much like an infomercial for ram dass 's latest book aimed at the boomer demographic
sst2,0,nyu-mll/glue,sst2,train,144,44102,1,0,1,2,positive,single,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in ."
sst2,0,nyu-mll/glue,sst2,train,145,25203,1,0,1,2,positive,single,be rewarded with some fine acting
sst2,0,nyu-mll/glue,sst2,train,146,20492,0,0,0,2,negative,single,merely pretentious -- in a grisly sort of way
sst2,0,nyu-mll/glue,sst2,train,147,27704,1,0,1,2,positive,single,marked by acute writing and a host of splendid performances
sst2,0,nyu-mll/glue,sst2,train,148,66027,1,0,1,2,positive,single,provides
sst2,0,nyu-mll/glue,sst2,train,149,16700,0,0,0,2,negative,single,would have liked it much more if harry & tonto never existed
sst2,0,nyu-mll/glue,sst2,train,150,35391,0,0,0,2,negative,single,any gag that would force you to give it a millisecond of thought
sst2,0,nyu-mll/glue,sst2,train,151,55216,1,0,1,2,positive,single,its seas of sand to the fierce grandeur of its sweeping battle scenes
sst2,0,nyu-mll/glue,sst2,train,152,66692,0,0,0,2,negative,single,it 's hardly over before it begins to fade from memory
sst2,0,nyu-mll/glue,sst2,train,153,38674,0,0,0,2,negative,single,few sequels
sst2,0,nyu-mll/glue,sst2,train,154,66645,0,0,0,2,negative,single,pinheads who talk throughout the show
sst2,0,nyu-mll/glue,sst2,train,155,4789,1,0,1,2,positive,single,300 years of russian history and culture
sst2,0,nyu-mll/glue,sst2,train,156,44127,0,0,0,2,negative,single,muting
sst2,0,nyu-mll/glue,sst2,train,157,42617,0,0,0,2,negative,single,"is that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home ."
sst2,0,nyu-mll/glue,sst2,train,158,16155,1,0,1,2,positive,single,"whimsicality ,"
sst2,0,nyu-mll/glue,sst2,train,159,18563,1,0,1,2,positive,single,genuine narrative
sst2,0,nyu-mll/glue,sst2,train,160,67024,0,0,0,2,negative,single,grumbling
sst2,0,nyu-mll/glue,sst2,train,161,9377,0,0,0,2,negative,single,) just too bratty for sympathy
sst2,0,nyu-mll/glue,sst2,train,162,53671,0,0,0,2,negative,single,circuit is the awkwardly paced soap opera-ish story .
sst2,0,nyu-mll/glue,sst2,train,163,33604,0,0,0,2,negative,single,kids to watch too many barney videos
sst2,0,nyu-mll/glue,sst2,train,164,53300,0,0,0,2,negative,single,hitting your head on the theater seat
sst2,0,nyu-mll/glue,sst2,train,165,48444,0,0,0,2,negative,single,a ragbag
sst2,0,nyu-mll/glue,sst2,train,166,42931,1,0,1,2,positive,single,which awards animals the respect they
sst2,0,nyu-mll/glue,sst2,train,167,23654,1,0,1,2,positive,single,"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers ."
sst2,0,nyu-mll/glue,sst2,train,168,52211,0,0,0,2,negative,single,is a film living far too much in its own head
sst2,0,nyu-mll/glue,sst2,train,169,16642,1,0,1,2,positive,single,precious new star wars movie
sst2,0,nyu-mll/glue,sst2,train,170,65303,0,0,0,2,negative,single,it 's a bargain-basement european pickup .
sst2,0,nyu-mll/glue,sst2,train,171,9078,0,0,0,2,negative,single,unsuccessful attempt
sst2,0,nyu-mll/glue,sst2,train,172,20481,0,0,0,2,negative,single,- spy action flick with antonio banderas and lucy liu never comes together .
sst2,0,nyu-mll/glue,sst2,train,173,17711,0,0,0,2,negative,single,feels stitched together from stock situations and characters from other movies
sst2,0,nyu-mll/glue,sst2,train,174,60930,1,0,1,2,positive,single,for all audiences
sst2,0,nyu-mll/glue,sst2,train,175,12741,0,0,0,2,negative,single,one-dimensional
sst2,0,nyu-mll/glue,sst2,train,176,14600,1,0,1,2,positive,single,is a refreshingly forthright one
sst2,0,nyu-mll/glue,sst2,train,177,37550,1,0,1,2,positive,single,"gooding is the energetic frontman , and"
sst2,0,nyu-mll/glue,sst2,train,178,17646,0,0,0,2,negative,single,an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike
sst2,0,nyu-mll/glue,sst2,train,179,37907,1,0,1,2,positive,single,"it 's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona ."
sst2,0,nyu-mll/glue,sst2,train,180,45784,1,0,1,2,positive,single,more down-home flavor
sst2,0,nyu-mll/glue,sst2,train,181,26112,1,0,1,2,positive,single,"her pure fantasy character ,"
sst2,0,nyu-mll/glue,sst2,train,182,25914,0,0,0,2,negative,single,inconclusive
sst2,0,nyu-mll/glue,sst2,train,183,28583,0,0,0,2,negative,single,contempt
sst2,0,nyu-mll/glue,sst2,train,184,41371,1,0,1,2,positive,single,'s been done before but never so vividly or with so much passion
sst2,0,nyu-mll/glue,sst2,train,185,18602,1,0,1,2,positive,single,", is pleasant , diverting and modest -- definitely a step in the right direction ."
sst2,0,nyu-mll/glue,sst2,train,186,61098,1,0,1,2,positive,single,"robin williams , death to smoochy"
sst2,0,nyu-mll/glue,sst2,train,187,27566,0,0,0,2,negative,single,sink into melancholia
sst2,0,nyu-mll/glue,sst2,train,188,31492,1,0,1,2,positive,single,know what it wants to be
sst2,0,nyu-mll/glue,sst2,train,189,49029,0,0,0,2,negative,single,mired in tear-drenched quicksand
sst2,0,nyu-mll/glue,sst2,train,190,18310,0,0,0,2,negative,single,why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed
sst2,0,nyu-mll/glue,sst2,train,191,58185,0,0,0,2,negative,single,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom ."
sst2,0,nyu-mll/glue,sst2,train,192,19145,0,0,0,2,negative,single,of childhood innocence combined with indoctrinated prejudice
sst2,0,nyu-mll/glue,sst2,train,193,31283,1,0,1,2,positive,single,is certainly easy to watch .
sst2,0,nyu-mll/glue,sst2,train,194,16767,1,0,1,2,positive,single,"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment ."
sst2,0,nyu-mll/glue,sst2,train,195,22969,0,0,0,2,negative,single,"is nothing compared to the movie 's contrived , lame screenplay and listless direction ."
sst2,0,nyu-mll/glue,sst2,train,196,16554,0,0,0,2,negative,single,75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie
sst2,0,nyu-mll/glue,sst2,train,197,39789,1,0,1,2,positive,single,the guru who helped
sst2,0,nyu-mll/glue,sst2,train,198,57539,1,0,1,2,positive,single,now as a former gong show addict
sst2,0,nyu-mll/glue,sst2,train,199,40464,1,0,1,2,positive,single,a revealing look at the collaborative process and
sst2,0,nyu-mll/glue,sst2,train,200,34769,1,0,1,2,positive,single,to a problem hollywood too long has ignored
sst2,0,nyu-mll/glue,sst2,train,201,35704,0,0,0,2,negative,single,"in the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like `` girl in bar # 3 . ''"
sst2,0,nyu-mll/glue,sst2,train,202,58590,1,0,1,2,positive,single,trust laughs
sst2,0,nyu-mll/glue,sst2,train,203,64487,0,0,0,2,negative,single,dreary mess
sst2,0,nyu-mll/glue,sst2,train,204,57560,1,0,1,2,positive,single,will want to see over and over again .
sst2,0,nyu-mll/glue,sst2,train,205,58965,0,0,0,2,negative,single,"nothing happens , and"
sst2,0,nyu-mll/glue,sst2,train,206,27889,0,0,0,2,negative,single,match the ordeal of sitting through it
sst2,0,nyu-mll/glue,sst2,train,207,9360,1,0,1,2,positive,single,realistically
sst2,0,nyu-mll/glue,sst2,train,208,29296,0,0,0,2,negative,single,"as a kind of colorful , dramatized pbs program"
sst2,0,nyu-mll/glue,sst2,train,209,24691,1,0,1,2,positive,single,is a fascinating film because there is no clear-cut hero and no all-out villain
sst2,0,nyu-mll/glue,sst2,train,210,2086,0,0,0,2,negative,single,is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors
sst2,0,nyu-mll/glue,sst2,train,211,21991,0,0,0,2,negative,single,"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about ."
sst2,0,nyu-mll/glue,sst2,train,212,24245,1,0,1,2,positive,single,"a whole lot of fun and funny in the middle , though somewhat less hard-hitting"
sst2,0,nyu-mll/glue,sst2,train,213,62792,0,0,0,2,negative,single,"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh"
sst2,0,nyu-mll/glue,sst2,train,214,6299,0,0,0,2,negative,single,tragically
sst2,0,nyu-mll/glue,sst2,train,215,36213,1,0,1,2,positive,single,to soothe and break your heart with a single stroke
sst2,0,nyu-mll/glue,sst2,train,216,56563,1,0,1,2,positive,single,the hypnotic imagery and fragmentary tale explore the connections between place and personal identity .
sst2,0,nyu-mll/glue,sst2,train,217,54013,1,0,1,2,positive,single,"a fresh , entertaining comedy"
sst2,0,nyu-mll/glue,sst2,train,218,62329,0,0,0,2,negative,single,"the film 's lack of personality permeates all its aspects -- from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed ."
sst2,0,nyu-mll/glue,sst2,train,219,34280,1,0,1,2,positive,single,"but while the highly predictable narrative falls short , treasure planet is truly gorgeous to behold ."
sst2,0,nyu-mll/glue,sst2,train,220,50604,1,0,1,2,positive,single,that elevate `` glory '' above most of its ilk
sst2,0,nyu-mll/glue,sst2,train,221,24391,1,0,1,2,positive,single,engaging than the usual fantasies hollywood produces
sst2,0,nyu-mll/glue,sst2,train,222,4482,1,0,1,2,positive,single,", every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel ."
sst2,0,nyu-mll/glue,sst2,train,223,13301,1,0,1,2,positive,single,to ensnare its target audience .
sst2,0,nyu-mll/glue,sst2,train,224,49431,0,0,0,2,negative,single,the consequences
sst2,0,nyu-mll/glue,sst2,train,225,1490,0,0,0,2,negative,single,is very difficult
sst2,0,nyu-mll/glue,sst2,train,226,13973,1,0,1,2,positive,single,quietly vulnerable
sst2,0,nyu-mll/glue,sst2,train,227,28798,1,0,1,2,positive,single,as fresh or enjoyable
sst2,0,nyu-mll/glue,sst2,train,228,32983,0,0,0,2,negative,single,spirit-crushing
sst2,0,nyu-mll/glue,sst2,train,229,29204,1,0,1,2,positive,single,great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .
sst2,0,nyu-mll/glue,sst2,train,230,48903,1,0,1,2,positive,single,thoroughly enjoyable
sst2,0,nyu-mll/glue,sst2,train,231,53186,0,0,0,2,negative,single,"that kate is n't very bright , but"
sst2,0,nyu-mll/glue,sst2,train,232,26704,1,0,1,2,positive,single,provocative stuff
sst2,0,nyu-mll/glue,sst2,train,233,52565,1,0,1,2,positive,single,familiar but utterly delightful .
sst2,0,nyu-mll/glue,sst2,train,234,2243,0,0,0,2,negative,single,lingering questions about what the film is really getting at
sst2,0,nyu-mll/glue,sst2,train,235,8082,1,0,1,2,positive,single,"you feel good , you feel sad , you feel pissed off ,"
sst2,0,nyu-mll/glue,sst2,train,236,16248,0,0,0,2,negative,single,"do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior"
